question,answer
"1.오트밀베이지 좌우 구매원합니다.
언제 입고될까요?
2.압축파우치 블랙은 어떻게 생겼나요?
압축파우치를 구매하지않으면 침낭가방 없이 침낭만 오는 건가요?","안녕하세요 고객님. 수비다입니다. 
현제 오트밀베이지 상품 좌/우 다 재고 있어서 14:00전 주문해주시면 금일 출고 도와드릴 수 있습니다. 
해당 상품 사진과 같이 침낭과 침낭 커버 같이 출고 도와드립니다. 감사합니다."
"구성품에 침낭 압축파우치가 같이 오는 걸로 되어 있는데요 같이 오는거 아닌가요?

""수비다 M400 캠핑이불 동계 사계절 경량 백패킹침낭 슬리핑백1개+침낭 압축파우치1개오늘출발원쁠딜""","네 고객님 죄송합니다, 해당 제품 압축파우치가 품절이 되어서 입고되는대로 바로 보내드리도록 하겠습니다 감사합니다"
압축파우치가 따로구매해야하는건가요? 사진상 있는 침낭넣는 주머니는 기본인가요?,안녕하세요 고객님 압축파우치는 오늘부로 추가 구매해주셔야 하는 점 참고 부탁드리겠습니다 감사합니다
M400과 순면의 차이가 뭔가요??,"네 고객님 m400은 조금 더 도톰하고 순면은 조금 더 얇습니다 또한 m400은 헤드 부분이 있어서 머미형 제품이고, 순면침낭은 헤드 부분이 없는 점 참고 부탁드리겠습니다 감사합니다"
손잡이 끈 크로스로 멜수있게 늘어나나요?,"안녕하세요 고객님. 수비다입니다. 
손잡이 멜수있게 늘어납니다. 감사합니다."
"자꾸 질문드려 죄송해요.. 진짜 마지막 질문이예요!
상품 설명되는 부분에 03 3D 폰지 소재로 방수기능UP 냉기와 습기에 강한 PVC코팅 매트라고 되어있는데 PVC로 매트가 코팅된건가요?
미리 답변 감사드립니다^^",네 고객님 해당 제품 저희가 상세설명이 약간 잘못되어 있는데요 PVC코팅은 되어 있지 않고 3D 폰지 커버 자체가 방수가 되어있습니다 PVC로 따로 코팅되어 있지는 않습니다 감사합니다
"안녕하세요.
그럼 전기펌프로 공기를 넣지 않으면 혹시 해당제품은 어떻게 공기를 넣고 어떻게 공기를 빼나요? 매트만 사면 안되고 다른것도 함께 구매해야 하나요?","아닙니다 고객님 상세페이지에 기재되어 있듯이 벨브를 열어놓기만 하고 충전이 되고 뺄때는 제품을 돌돌말아주시면서 빼주셔도 됩니다, 마시는게 힘들다고 하시면 에어펌프 추가구매로 공기 충전 및 배출을 더욱 간단히 하실 수 있으십니다 감사합니다"
해당제품은 KC나 SGS인증이 필요없는 제품이라고 하시면.. 의무가 아니라는 말씀이신거죠? 아이와 함께 사용할거라 인증되어있는 제품을 찾고 있어서 문의드립니다. 타 에어매트 같은 경우 PVC제품으로 저런 인증서들을 올려놨더라구요~ 혹시 해당제품은 TPU 소재라고 되어있던데 친환경 소재인건가요? 유해물질 이런거는 걱정 안해도 될까요? 물건이 너무 좋아보여 사고싶은데 아이와 함께 사용할거라 신중하게 구매하려고 여쭤봅니다^^,"네 고객님 문의주셔서 감사합니다. 보통 KC나 SGS인증이 필요한 이유는 타사 에어매트는 전기펌프로 공기를 넣기 때문에 전기가 구동되어지는 형식인 펌프에 대해서 KC,SGS인증이 들어가집니다. 저희 제품은 에어펌프를 사용하지 않기 때문에 KC인증을 받을 사항이 없어서 위와 같이 말씀드렸습니다! 

친환경소재라고 말씀주시는 부분은 PVC재질은 보통 유해물질이 검출되어지기 때문에 인증서를 보통 올려놓습니다. PVC재질은 TPU재질보다 저렴하고 가공이 쉽기 때문에 유해물질이 TPU재질을 업자들이 선호하지 않지만 저희는 보다 더 나은 퀄리티를 위해 단가가 나가더라도 TPU재질을 사용한 점 참고 부탁드리겠습니다.

답변이 도움이 되었으면 합니다 고객님. 감사합니다"
"유해물질 검사나 KC인증, sgs검사가 안된 제품인가요?","안녕하세요 고객님, 해당 제품 KC나 SGS인증이 필요없는 제품입니다, 해당 제품 전기로 사용하는 제품이 아니라 따로 인증은 필요 없는 점 참고 부탁드리겠습니다, 다만 라돈 수치는 모두 정상적으로 확인된점 또한 참고 부탁드리겠습니다!"
반품 수거해 가셨는데 결제 취소 해주세요.,"안녕하세요 고객님. 수비다입니다. 
해당 상품 저희 창고 측에서 회수 검수 후 최대한 빠른 처리 도와드리겠습니다."
오트밀베이지(우) 입고는 언제 되나요?,안녕하세요 해당 옵션 다음주 초에 입고되어 배송 가능할 예정입니다 감사합니다
"점점 화가나려고 하네요. 도대체 반품비도 결재되고
네 수거해주세요. 버튼도 막아놓고 택배사에서는 오지도 않고 환불도 안되고 회사전화도 안받고 도대체 어쩌지는거죠?","고객님 저희가 신청을 해놓은 상태인데 기사님이 아직 접수하여 수거하지 않은 것 같습니다, 다시한번 택배사에 얘기하도록 하겠습니다 감사합니다"
반품 택배사 보내주신다 하지 않았나요? 신청 안해주신거 같은데요. 도대체 언제 상품 수거해가시나요?,"고객님 저희가 신청을 해놓은 상태인데 기사님이 아직 접수하여 수거하지 않은 것 같습니다, 다시한번 택배사에 얘기하도록 하겠습니다 감사합니다"
"에어텐트가 바람이 몇군데 새는데 서비스는 어디로 받는건가요?>
아님 빔만 따로 판매를하시는지 궁금합니다",안녕하세요 고객님 현재 서브빔만 as 가능합니다. 톡톡으로 문의주시면 감사하겠습니다
"아래 문의글 남긴 사람입니다
네 프리미엄 텐트랑 타프쉘 같이 구매하고싶어요","네 고객님 죄송합니다, 해당 제품 현재 생산 계획이 없어서 판매가 불가한 점 양해 부탁드리겠습니다 감사합니다"
"텐트랑 셋트로 쿠매하고싶은데
판매 할 예정이신건 맞을까요?ㅜㅜ",안녕하세요 고객님 프리미엄형 텐트랑 타프쉘 같이 구매할 예정이실까요?
"하얀색 소형 구름모양인가요? 검은점여러개인건가요?
흰색 소형2개 일단 주문은했는데 구름모양아니면 발송보류해주세요..검은동그라미는 좀 징그럽네요.",네 고객님 톡톡으로 안내드렸습니다 감사합니다
"대표님 안녕하세요.

아마존크립토 (crypto-amazon) MD 박재용 입니다.
저희 아마존크립토에서 위탁판매자를 모집하고 있습니다. 

아마존물류창고에 있는 제품중 위탁판매가 가능한 제품 
약 7만여개가 저희 아마존크립토 플랫폼에 등록되어 있습니다.

이 제품중 대표님께서 판매하고 싶은 제품을 
저희 플랫폼내 대표님 전용스토어에 등록하시면 되고,
썸네일+상세페이지를 클릭한번으로 등록할수 있습니다. 

주고객층이 미국 85% + 국내 15% 이며 
대표님께서 판매에만 집중 할 수 있도록 
배송관리 및 CS도 본사에서 진행해드립니다. 

1월 15일까지 신규 가입자에 한해서 
200$ 상당의시크릿 AI리타겟팅 광고쿠폰도 
제공해드리고 있으며 

초기 가입비 및 사용료 0원이지만 
현재 타 플랫폼 대비 매출이 매우 좋은편입니다. 

또한 모든 입,출금에 대한 계산서 발행이 가능하며
전담 MD를 배정해드리고 있습니다.

정산주기또한 배송완료후 최대 14일로 
빠른편이며, 판매자 등급애 따라  
배송후 바로 정산(빠른정산) 도가능합니다. 

가입 및 문의는 
아마존크립토 전용 고객센터 
http://pf.kakao.com/_Tpjdn/chat

또는 MD박재용 전용카톡 010-4832-5691 번호추가후 카톡주세요. 
(해당번호는 카카오톡 전용 번호입니다)

E-mail : mdjyp@crypto-amazon.com

이중 대표님께서 편한 곳으로 연락주시면 
회사 소개서 및 이용방법 안내해드리겠습니다.

감사합니다.즐거운 주말 되세요.",네 확인하도록 하곘습니다 감사합니다
구매자가 직접 반송을 누르니 반품비 6000원 결재가 됐던데 그럼 그쪽에서 택배사를 불러주시는건가요? 아니면 제가 택배사를 불러야 하나요? 제가 부르면 제가 또 택배비를 내야 하는건가요?,안녕하세요 고객님 수비다입니다. 반품 신청하실경우 네이버와 연동되어 택배수거가 되고 있습니다. 상품 재포장 후 문 앞에 놔둬주시면 기사님이 방문해 수거해가실 예정입니다. 또한 처음 결제하셨던 초도배송비는 반품 완료시 같이 계좌로 지급되실 겁니다. 감사합니다.
반품 처리 해주세요. 뭘 막아 놓으셨는지 반품 접수가 안돼요. 부탁드려요. 의자가 생각보다 너무 무겁고 커서 반품하고 싶어요.,"안녕하세요, 고객님.
불편을 드려 죄송합니다.

제품 수거 이후, 반품 처리 도와드리겠습니다.
고객님께서 느끼신 불편함을 해결하기 위해 최선을 다하겠습니다.

추가로 궁금한 사항이나 요청이 있으시면 언제든 말씀해주세요. 감사합니다."
"안녕하세요!
여러곳고민하다 구매합니다!
찌그러진곳이나 도장벗겨지지않은 제품으로
잘검수하셔서 보내주시면 감사하겠습니다!
고맙습니다.",네 고객님 제품 보내드리도록 하겠습니다 감사합니다
걸고리불량으로교환요청했는데 확인바랍니다,네 확인했습니다 고객님 감사합니다
접이식파라솔 각도조절이 되는건가요?,"안녕하세요 고객님 해당 제품 각도 조절은 불가합니다, 각도 조절 가능한 제품은 로마파라솔 혹은 꺾임 파라솔 구매를 추천드립니다 감사합니다"
"대표님 안녕하세요 
아마존크립토 (crypto-amazon) MD 김민수 입니다

저희 아마존크립토가 국내 진출을 하면서
다양한 국내 판매자 분들을 모집하고 있습니다. 

모집분야는

1. 위탁판매자 
미국 아마존에 입점된 제품중 위탁판매가 가능한 약 5만가지 제품을 
썸네일 및 상세페이지를 제공하며  최첨단 시스템으로 
버튼 한번으로 위탁판매 등록이 가능
 (판매가 대비 약 20% 실제수익)


2. 본인 제품 판매자 
기존에 본인이 판매 하고 있던 제품을 등록 판매가 가능합니다
(낮은 판매수수료 3%) 


3. 본인제품 도매로 공급할 판매자 
(국내 외 다양한 판매자에게 
본인제품 도매가격으로 공급할 판매자- 별도문의)


아마존 크립토 판매자 등록시 참고사항 

1. 초기 가입비 및 비용 0원 
(하지만 다양한 지원으로 타 플랫폼 대비 판매율이 높습니다.) 

2. 빠른정산주기(네이버와동일)
배송완료후 14일(구매확정시 익일바로 정산가능)

3. 판매자마다 전담 MD 배정
12월 가입자에 한해 
200불 상당의 시크릿S AI광고 쿠폰을 선물로 드립니다. 

카톡문의:010-7641-1751 번호추가후 카톡주세요 
(해당번호는 카카오톡 전용 번호입니다)
E-mail : c78l73bt@naver.com

대표님께서 카톡을 추가하시면 회사소개서부터 안내해드리겠스빈다","안녕하세요.
확인해보겠습니다.
감사합니다."
"안녕하세요 
구매 했어요 
상품 이상없고, 좋은상품 으로 보내주세요,수고하세요.","안녕하세요 고객님
좋은 제품으로 출고 진행하도록 하겠습니다.
감사합니다."
"좌, 우 주문했는데 지퍼 하나로 연결되는 걸로 부탁드립니다
얼룩없는 제품 부탁드려요","안녕하세요 고객님
해당 제품 좋은 상품으로 출고 진행하도록 하겠습니다.
감사합니다."
일주일이 되도 배송중인데 제품이 안와 정리가 안되고 있어요.취소해주세요.,"안녕하세요 고객님
해당 제품 빠르게 반품처리 도와드릴수 있도록 하겠습니다.
만약 배송이 가더라도 번거로우시겠지만 문앞에 놔둬주시면 빠르게 회수를 진행할 수 있도록 하겠습니다."
"리뷰 이벤트요 
네이버 포토리뷰에 작성하고 작성했다고 알려주기만 하면 되나요?","안녕하세요 고객님
네! 작성 후 말씀해주시면 확인 후 안내 도와드리도록 하겠습니다."
코끼리의자 접었을때 사이즈가 어떻게되나요?,"안녕하세요 고객님
코끼리의자 접었을때 25cm*7cm(가로*세로)입니다!
감사합니다."
무볼트인가요? 사진은 무볼트 끼우는방식으로되어있는데 고객후기는조립이힘들다고나와있어서 확인부탁드립니다,안녕하세요 고객님 무볼트는 아닙니다! 간단하게 조립하실 수 있는 점 참고 부탁드리겠습니다
화이트5개 주문하고싶은데 언제배송가능한가요?,안녕하세요 주문해주시면 바로 배송 가능한 점 참고 부탁드리겠습니다 감사합니다
강아지 경사로에 부착하고 싶은데 경사가 있다고해서 미끄럼방지 기능이 저하되진 않겠죠?? 주택 실내 계단이라 이삼미터 이상 긴경사로가 될듯한데..,"안녕하세요 고객님
노는 개 최고양입니다.

문의주신 상품 경사로에서 미끄럼방지가 저하 되지는 않는 점 안내드립니다.
다만 사용시 바닥에 먼지가 있을 시에는 기능이 저하될 수 있어 저바닥의 먼지를 잘 제거해주신 후  사용해주시는 것을 권장드립니다.

감사합니다!
좋은 하루 보내세요 ~"
